,brand,model,price,Spec-score,Rating,Network,processor,memory_card,android_version,Foldable,display_size,Resolution,Frame Rate,RAM,Memory,Rear Camera,Front Camera,Battery,Fast charge
750,Motorola,Moto G40 Fusion ,11290,79,4.05,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon  732G, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 256 GB",Android v11,No,6.78, 1080 x 2460 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,6e+03, 20W Fast Charging
751,Xiaomi,Redmi 9 Power ,9999,75,4.35,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon  662 , Octa Core, 2 GHz Processor","Memory Card Supported, upto 512 GB",Android v10,No,6.53, 1080 x 2340 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,48 MP Quad Rear , 8 MP Front Camera,6e+03, 18W Fast Charging
752,Xiaomi,Redmi Note 10 Pro ,19999,79,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 732G , Octa Core, 2.3 GHz Processor","Memory Card Supported, upto 512 GB",Android v11,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,64 MP Quad Rear , 16 MP Front Camera,5.02e+03, 33W Fast Charging
754,Xiaomi,Redmi Note 8 Pro ,11999,78,4.3,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio  G90T, Octa Core, 2.05 GHz Processor","Memory Card Supported, upto 512 GB",Android v9.0 (Pie),No,6.53, 1080 x 2340 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,64 MP Quad Rear , 20 MP Front Camera,4.5e+03, 18W Fast Charging
755,Xiaomi,Redmi Note 8 Pro,9899,76,4.2,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio  G90T, Octa Core, 2.05 GHz Processor","Memory Card Supported, upto 512 GB",Android v9.0 (Pie),No,6.53, 1080 x 2340 px Display with Water Drop Notch,,6 GB RAM, 64 GB inbuilt,64 MP Quad Rear , 20 MP Front Camera,4.5e+03, 18W Fast Charging
756,Xiaomi,Redmi Note 8,8900,73,4.25,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 665, Octa Core, 2 GHz Processor","Memory Card Supported, upto 512 GB",Android v9.0 (Pie),No,6.3, 1080 x 2280 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,48 MP Quad Rear , 13 MP Front Camera,4e+03, 18W Fast Charging
761,Alcatel,V3 Ultra,19999,83,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 2 TB",Android v14,No,6.78, 1080 x 2460 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,108 MP + 8 MP + 2 MP Triple Rear , 32 MP Front Camera,5.01e+03, 33W Fast Charging
762,Samsung,Galaxy S25 Edge ,121999,89,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8Elite, Octa Core, 4.47 GHz Processor",Memory Card Not Supported,Android v15,No,6.7, 1440 x 3120 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,200 MP + 12 MP Dual Rear , 12 MP Front Camera,3.9e+03, 25W Fast Charging
763,itel,Zeno 5G,10299,70,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.67, 720 x 1612 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
764,Realme,14 Pro Lite 5G ,21998,81,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 32 MP Front Camera,5.2e+03, 45W Fast Charging
766,Apple,iPhone 16e ,80300,85,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18, Hexa Core, 4.04 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.1, 1170 x 2532 px Display with Small Notch,,8 GB RAM, 512 GB inbuilt,48 MP Rear , 12 MP Front Camera,4.004e+03, Fast Charging
767,Samsung,Galaxy A14 4G ,9699,74,4.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Exynos 850, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.6, 1080 x 2408 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,50 MP + 5 MP + 2 MP Triple Rear , 13 MP Front Camera,5e+03, 15W Fast Charging
768,Lava,Yuva 2 5G,8499,73,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Unisoc T760, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 512 GB",Android v14,No,6.67, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
769,Lava,O3 ,5798,55,4.65,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Octa Core Processor,"Memory Card (Hybrid), upto 1 TB",Android v14,No,6.75, 1600 x 720 px Display with Water Drop Notch,,3 GB RAM, 64 GB inbuilt,13 MP Dual Rear , 5 MP Front Camera,5e+03, 10W Fast Charging
770,Lava,O3 Pro,6997,69,4.25,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T606, Octa Core, 1.6 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 1600 x 720 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,50 MP + Ultra Wide + Macro Triple Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
772,Samsung,Galaxy M15 5G Prime Edition ,14999,76,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.5, 1080 x 2340 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 5 MP + 2 MP Triple Rear , 13 MP Front Camera,6e+03, 25W Fast Charging
774,Apple,iPhone 16 Pro ,141900,89,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.3, 1206 x 2622 px, 120 Hz Display with Dynamic Island,8 GB RAM, 512 GB inbuilt,48 MP + 48 MP + 12 MP Triple Rear , 12 MP Front Camera,3.582e+03, Fast Charging
775,Apple,iPhone 16 Plus ,107900,84,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18, Hexa Core, 4.04 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.7, 1290 x 2796 px Display with Dynamic Island,,Unknown,512 GB inbuilt,48 MP + 12 MP Dual Rear , 12 MP Front Camera,4.67e+03, Fast Charging
776,Realme,C63 ,6999,70,4.5,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 2 TB",Android v14,No,6.75, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 45W Fast Charging
777,Vivo,V40 5G ,42999,86,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v14,No,6.78, 1260 x 2800 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 50 MP Dual Rear , 50 MP Front Camera,5.5e+03, 80W Fast Charging
778,Realme,13 Pro 5G ,22898,81,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 32 MP Front Camera,5.2e+03, 45W Fast Charging
779,Vivo,Y28s 5G ,14499,75,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
780,Lava,Blaze X 5G,12999,74,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
781,HMD,Fusion,18999,80,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 50 MP Front Camera,5e+03, 33W Fast Charging
782,Tecno,Phantom V Flip 2,54990,87,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 8020, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,6.9, 1080 x 2640 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP Dual Rear , 32 MP Front Camera,4.72e+03, 70W Fast Charging
783,HMD,Skyline 5G,35999,87,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 512 GB",Android v14,No,6.55, 1080 x 2400 px, 144 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,108 MP + 50 MP + 13 MP Triple Rear , 50 MP Front Camera,4.6e+03, 33W Fast Charging
784,Vivo,Y28e 5G,10999,69,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,13 MP + 0.08 MP Dual Rear , 5 MP Front Camera,5e+03, 15W Fast Charging
786,Realme,Narzo N65 5G ,12499,74,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
787,Tecno,Spark 20 Pro 5G,16399,79,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6080, Octa Core, 2.4 GHz Processor",Memory Card Supported,Android v14,No,6.78, 1080 x 2460 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,108 MP + 2 MP Triple Rear , 8 MP Front Camera,5e+03, 33W Fast Charging
788,Motorola,Moto G04s,7299,68,4.05,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T606, Octa Core, 1.6 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.6, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,50 MP Rear , 5 MP Front Camera,5e+03, 15W Fast Charging
789,Realme,C63,8999,71,4.2,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 2 TB",Android v14,No,6.75, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 45W Fast Charging
790,Realme,12 5G ,15490,78,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 45W Fast Charging
791,Poco,X6 5G ,23999,81,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v13,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5.1e+03, 67W Fast Charging
792,Vivo,Y18e,7149,66,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,13 MP + 0.08 MP Dual Rear , 5 MP Front Camera,5e+03, 15W Fast Charging
793,Infinix,Smart 8 ,8999,74,4.6,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G36, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 2 TB",Android v13,No,6.6, 720 x 1612 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
794,Realme,12 Plus 5G,18990,81,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 67W Fast Charging
795,Poco,X6 5G ,24999,82,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v13,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5.1e+03, 67W Fast Charging
796,Motorola,Moto G24 Power,7999,74,4.6,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.6, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6e+03, 30W Fast Charging
797,Infinix,Smart 8 Plus,7799,71,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G36, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 2 TB",Android v13,No,6.6, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,6e+03, 18W Fast Charging
798,Lava,Blaze 3 5G,10249,74,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.56, 720 x 1600 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
799,Samsung,Galaxy A05s ,9999,74,4.75,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.7, 1080 x 2400 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 13 MP Front Camera,5e+03, 25W Fast Charging
800,Lava,Blaze 2 5G ,9168,74,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.5, 720 x 1600 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
801,Infinix,Smart 8,7299,70,4.55,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G36, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 2 TB",Android v13,No,6.6, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
802,OPPO,A59 5G,13499,70,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.56, 720 x 1612 px, 90 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,13 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 33W Fast Charging
804,Xiaomi,Redmi 13C 4G,9294,72,4.5,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 0.08 MP Triple Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
805,OPPO,A79 5G,18498,78,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.72, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 33W Fast Charging
806,Motorola,Edge 40 Neo ,24999,83,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7030, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v13,No,6.55, 1080 x 2400 px, 144 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 13 MP Dual Rear , 32 MP Front Camera,5e+03, 68W Fast Charging
807,Vivo,V29e ,25599,83,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 695, Octa Core, 2.2 GHz Processor",Memory Card (Hybrid),Android v13,No,6.78, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,64 MP + 8 MP Dual Rear , 50 MP Front Camera,5e+03, 44W Fast Charging
808,Xiaomi,Redmi 12 4G ,9999,75,4.75,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio G88, Octa Core, 2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v13,No,6.79, 1080 x 2460 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
809,Samsung,Galaxy Z Flip 5 ,61660,86,4.05,"Single Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen 2, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,6.7, 1080 x 2640 px, 120 Hz Display with Punch Hole,8 GB RAM, 512 GB inbuilt,12 MP + 12 MP Dual Rear , 10 MP Front Camera,3.7e+03, 25W Fast Charging
810,Samsung,Galaxy A05s,10999,76,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.7, 1080 x 2400 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 13 MP Front Camera,5e+03, 25W Fast Charging
811,OnePlus,Nord 3 5G ,37399,85,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9000, Octa Core, 3.05 GHz Processor",Memory Card Not Supported,Android v13,No,6.74, 1240 x 2772 px, 120 Hz Display with Punch Hole,16 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 80W Fast Charging
813,Tecno,Spark 10 5G ,16999,77,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 256 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
814,Realme,C53,8994,74,4.55,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Tiger T612, Octa Core, 1.82 GHz Processor","Memory Card Supported, upto 2 TB",Android v13,No,6.74, 1080 x 2400 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
815,Vivo,Y16 ,9390,68,4.25,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio P35, Octa Core, 2.3 GHz Processor",Memory Card Supported,Android v12,No,6.51, 720 x 1600 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,13 MP + 2 MP Dual Rear , 5 MP Front Camera,5e+03, 10W Fast Charging
816,Realme,12 5G,16999,76,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 45W Fast Charging
817,Vivo,T2x 5G ,14999,78,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v13,No,6.58, 1080 x 2408 px Display with Water Drop Notch,,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
818,Vivo,T2 5G ,17999,80,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v13,No,6.38, 1080 x 2400 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,4.5e+03, 44W Fast Charging
819,Vivo,T2x 5G,11999,74,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6020, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v13,No,6.58, 1080 x 2408 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
820,Samsung,Galaxy F14 5G ,13490,70,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Exynos 1330, Octa Core Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.6, 2408 x 1080 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 13 MP Front Camera,6e+03, 25W Fast Charging
821,Samsung,Galaxy F14 5G,11990,67,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Exynos 1330, Octa Core Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.6, 2408 x 1080 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 13 MP Front Camera,6e+03, 25W Fast Charging
822,Lava,Agni 2 5G,15999,80,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android v13,No,6.78, 1080 x 2460 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP Quad Rear , 16 MP Front Camera,4.7e+03, 66W Fast Charging
823,Vivo,T2 5G,15999,77,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v13,No,6.38, 1080 x 2400 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,4.5e+03, 44W Fast Charging
824,Tecno,Camon 20 Premier,25999,87,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 8050, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v13,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 512 GB inbuilt,108 MP + 50 MP + 2 MP Triple Rear , 32 MP Front Camera,5e+03, 45W Fast Charging
825,Vivo,Y100 5G,17990,80,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity  900, Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v13,No,6.38, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,4.5e+03, 44W Fast Charging
826,Samsung,Galaxy Z Flip 5,64999,85,4.0,"Single Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen 2, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,6.7, 1080 x 2640 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,12 MP + 12 MP Dual Rear , 10 MP Front Camera,3.7e+03, 25W Fast Charging
827,Oppo,Reno 10 Pro Plus,44999,86,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8+ Gen1, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v13,No,6.74, 1240 x 2772 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,64 MP + 50 MP + 8 MP Triple Rear , 32 MP Front Camera,4.7e+03, 100W Fast Charging
829,Xiaomi,Redmi Note 12 Pro Plus,19999,84,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 1080, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android v12,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,200 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,4.98e+03, 120W Fast Charging
