,brand,model,price,Spec-score,Rating,Network,processor,memory_card,android_version,Foldable,display_size,Resolution,Frame Rate,RAM,Memory,Rear Camera,Front Camera,Battery,Fast charge
830,Vivo,Y22 ,11970,74,4.35,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G70, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.55, 720 x 1612 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
831,iQOO,Z6 Lite ,12599,77,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon  4 Gen 1, Octa Core, 2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v12,No,6.58, 1080 x 2408 px, 120 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
832,Vivo,Y35,13980,77,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.58, 1080 x 2408 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 44W Fast Charging
833,Realme,9i 5G,10999,74,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 810 5G, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.6, 1080 x 2408 px, 90 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
834,OPPO,A57 4G ,9999,68,4.25,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G35, Octa Core, 2.3 GHz Processor",Memory Card Supported,Android v12,No,6.56, 720 x 1612 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,13 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 33W Fast Charging
835,Xiaomi,Redmi K50i 5G,22999,80,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity  8100, Octa Core, 2.85 GHz Processor",Memory Card Not Supported,Android v12,No,6.6, 1080 x 2460 px, 144 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5.08e+03, 67W Fast Charging
836,Vivo,X90 5G,42899,86,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9200, Octa Core, 3.05 GHz Processor",Memory Card Not Supported,Android v13,No,6.78, 1260 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 12 MP + 12 MP Triple Rear , 32 MP Front Camera,4.81e+03, 120W Fast Charging
837,OPPO,F23,19999,82,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon  695, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,64 MP + 2 MP + 2 MP Triple Rear , 32 MP Front Camera,5e+03, 67W Fast Charging
838,Vivo,T1 44W ,14300,77,4.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v12,No,6.44, 1080 x 2408 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 44W Fast Charging
839,OnePlus,10R 5G ,32999,83,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 8100 Max, Octa Core, 2.85 GHz Processor",Memory Card Not Supported,Android v12,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 80W Fast Charging
840,Samsung,Galaxy M53 5G ,25499,85,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity  900 5G, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v12,No,6.7, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP Quad Rear , 32 MP Front Camera,5e+03, 25W Fast Charging
841,Samsung,Galaxy A33 5G ,28500,83,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos  1280, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v12,No,6.4, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,48 MP Quad Rear , 13 MP Front Camera,5e+03, 25W Fast Charging
842,Xiaomi,Redmi Note 11 Pro Plus 5G ,22999,85,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster"," Snapdragon  695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v11,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,108 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 67W Fast Charging
843,OPPO,K10,13490,76,4.35,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v11,No,6.59, 1080 x 2412 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
844,Samsung,Galaxy F23 5G ,15990,78,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon  750G, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.6, 1080 x 2408 px, 120 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 8 MP Front Camera,5e+03, 25W Fast Charging
845,Realme,9 5G,17960,74,3.95,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity  810 5G, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v11,No,6.5, 1080 x 2400 px, 90 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,48 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 18W Fast Charging
846,Realme,9 5G SE,18290,78,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon  778G, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v11,No,6.6, 1080 x 2412 px, 144 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,48 MP + 2 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 30W Fast Charging
847,Poco,M4 Pro 5G ,14999,80,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 810 5G, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v11,No,6.6, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
848,Xiaomi,Redmi Note 11S ,13990,82,4.2,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio  G96, Octa Core, 2.05 GHz Processor","Memory Card Supported, upto 512 GB",Android v11,No,6.43, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP Quad Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
849,Infinix,Zero 5G,12999,80,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 900, Octa Core, 2 GHz Processor","Memory Card Supported, upto 256 GB",Android v11,No,6.78, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,48 MP + 13 MP + 2 MP Triple Rear , 16 MP Front Camera,4.5e+03, 33W Fast Charging
851,Samsung,Galaxy A13,11999,74,4.3,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.6, 1080 x 2408 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,50 MP Quad Rear , 8 MP Front Camera,5e+03, 25W Fast Charging
852,Xiaomi,Mi 11 Lite NE 5G ,28999,84,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon  778G , Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v11,No,6.55, 1080 x 2400 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 5 MP Triple Rear , 20 MP Front Camera,4.25e+03, 33W Fast Charging
853,Xiaomi,Mi 11T Pro 5G,22999,84,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon  888 , Octa Core, 2.84 GHz Processor",Memory Card Not Supported,Android v11,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP + 8 MP + 5 MP Triple Rear , 16 MP Front Camera,5e+03, 120W Fast Charging
854,Realme,GT Master Edition 5G,25390,82,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon  778G , Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v11,No,6.43, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 32 MP Front Camera,4.3e+03, 65W Fast Charging
855,Xiaomi,12 Pro 5G,34450,86,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v12,No,6.73, 1440 x 3200 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,4.6e+03, 120W Fast Charging
856,Xiaomi,Redmi 10,8790,70,4.6,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 680, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 512 GB",Android v11,No,6.7, 720 x 1600 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,50 MP + 2 MP Dual Rear , 5 MP Front Camera,6e+03, 18W Fast Charging
857,Samsung,Galaxy F42 5G,14999,78,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 700 5G, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v11,No,6.6, 1080 x 2408 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,64 MP + 5 MP + 2 MP Triple Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
858,Realme,X7 Max,26999,82,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 1200, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v11,No,6.43, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,4.5e+03, 50W Fast Charging
859,Samsung,Galaxy F02s,6999,64,4.3,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon  450 , Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 1 TB",Android v10,No,6.5, 720 x 1600 px Display with Water Drop Notch,,3 GB RAM, 32 GB inbuilt,13 MP + 2 MP + 2 MP Triple Rear , 5 MP Front Camera,5e+03, 15W Fast Charging
860,Xiaomi,Redmi Note 10S,12990,76,4.4,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio G95, Octa Core, 2.05 GHz Processor","Memory Card Supported, upto 512 GB",Android v11,No,6.43, 1080 x 2400 px Display with Punch Hole,,6 GB RAM, 64 GB inbuilt,64 MP Quad Rear , 13 MP Front Camera,5e+03, 33W Fast Charging
861,OPPO,F19 Pro Plus 5G,29990,80,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 800U , Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 256 GB",Android v11,No,6.43, 1080 x 2400 px Display with Punch Hole,,8 GB RAM, 128 GB inbuilt,48 MP Quad Rear , 16 MP Front Camera,4.31e+03, 50W Fast Charging
862,Xiaomi,Redmi 9 Power,8099,73,4.4,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon  662 , Octa Core, 2 GHz Processor","Memory Card Supported, upto 512 GB",Android v10,No,6.53, 1080 x 2340 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,48 MP Quad Rear , 8 MP Front Camera,6e+03, 18W Fast Charging
864,Vivo,V20 Pro,29990,82,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 765G , Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v10,No,6.44, 1080 x 2400 px Display with Small Notch,,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 44 MP + 8 MP Dual Front Camera,4e+03, 33W Fast Charging
865,Xiaomi,Redmi Note 9 Pro ,15999,75,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 720G, Octa Core, 2.3 GHz Processor","Memory Card Supported, upto 512 GB",Android v10.0,No,6.67, 1080 x 2400 px Display with Punch Hole,,4 GB RAM, 128 GB inbuilt,48 MP Quad Rear , 16 MP Front Camera,5.02e+03, 18W Fast Charging
866,Realme,X7 Pro,29999,82,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 1000+, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android v10,No,6.55, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP Quad Rear , 32 MP Front Camera,4.5e+03, 65W Fast Charging
867,Samsung,Galaxy S21,69999,86,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos  2100, Octa Core, 2.9 GHz Processor",Memory Card Not Supported,Android v10,No,6.2, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 12 MP + 12 MP Triple Rear , 10 MP Front Camera,4e+03, 25W Fast Charging
868,Xiaomi,Redmi 9A,6749,60,4.15,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G25, Octa Core, 2 GHz Processor","Memory Card Supported, upto 512 GB",Android v10,No,6.53, 720 x 1600 px Display with Water Drop Notch,,2 GB RAM, 32 GB inbuilt,13 MP Rear , 5 MP Front Camera,5e+03,Does not support
869,Samsung,Galaxy A32,21999,78,4.3,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G80, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v11,No,6.4, 1080 x 2400 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,64 MP Quad Rear , 20 MP Front Camera,5e+03, 15W Fast Charging
870,LG,G8X ThinQ,29999,82,4.2,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Snapdragon  855, Octa Core, 2.8 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.4, 1080 x 2340 px Display with Water Drop Notch,,6 GB RAM, 128 GB inbuilt,13 MP + 12 MP Dual Rear , 32 MP Front Camera,4e+03, 21W Fast Charging
871,Poco,F1 ,14999,76,4.6,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 845, Octa Core, 2.8 GHz Processor","Memory Card (Hybrid), upto 256 GB",Android v8.1 (Oreo),No,6.18, 1080 x 2246 px Display with Large Notch,,6 GB RAM, 128 GB inbuilt,12 MP + 5 MP Dual Rear , 20 MP Front Camera,4e+03, Fast Charging
874,Alcatel,V3 Classic ,14999,76,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5.2e+03, 18W Fast Charging
875,itel,A95 5G ,10199,72,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card Supported,Android v14,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
876,Alcatel,V3 Pro,17999,80,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 5 MP Dual Rear , 8 MP Front Camera,5.2e+03, 18W Fast Charging
879,Lava,Shark,6799,67,4.1,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Unisoc T606, Octa Core, 1.6 GHz Processor","Memory Card Supported, upto 256 GB",Android v14,No,6.67, 720 x 1612 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,50 MP Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
881,Snexian,Bold T150,4399,33,4.4,"Dual Sim, 3G, 4G, Wi-Fi","AMD, Quad Core, 512 MHz Processor",Memory Card Not Supported,Android v10.1,No,3.0,Not defined,,2 GB RAM, 16 GB inbuilt,5 MP Rear Camera,No camera,2e+03,Does not support
882,Oppo,Find X8 5G ,79900,91,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9400, Octa Core, 3.63 GHz Processor",Memory Card Not Supported,Android v15,No,6.59, 1256 x 2760 px, 120 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,5.63e+03, 80W Fast Charging
883,TECNO,Spark GO 1 ,6899,61,4.5,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Unisoc T615, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,3 GB RAM, 64 GB inbuilt,13 MP Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
884,itel,Color Pro 5G ,9199,73,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6080, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v13,No,6.6, 1600 x 720 px, 90 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
885,Tecno,Spark 30C 5G ,9999,71,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,48 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
886,Tecno,Spark 30C 5G,10499,72,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,48 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
887,Apple,iPhone 16 Pro ,161900,89,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.3, 1206 x 2622 px, 120 Hz Display with Dynamic Island,8 GB RAM, 1 TB inbuilt,48 MP + 48 MP + 12 MP Triple Rear , 12 MP Front Camera,3.582e+03, Fast Charging
888,Samsung,Galaxy A06 ,11498,71,4.35,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.74, 720 x 1600 px Display with Water Drop Notch,,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 25W Fast Charging
889,iQOO,Z9s Pro ,30999,83,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v14,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5.5e+03, 80W Fast Charging
890,Realme,C65 5G ,15990,76,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
891,Vivo,Y28s 5G ,15999,78,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
892,itel,A50C,6096,48,4.4,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T603, Octa Core Processor",Memory Card Supported,Android v14,No,6.56, 720 x 1612 px Display with Water Drop Notch,,2 GB RAM, 32 GB inbuilt,8 MP Rear , 5 MP Front Camera,4e+03, 5W Fast Charging
893,Realme,C63 5G ,12999,76,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
894,Realme,Narzo N65 5G ,13490,76,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
895,HMD,Crest,15999,77,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Unisoc T760, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 256 GB",Android v14,No,6.67, 1080 x 2400 px, 90 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 50 MP Front Camera,5e+03, 33W Fast Charging
896,Lava,Blaze X 5G ,16999,78,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
897,Lava,Yuva Star,6499,62,4.35,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc SC9863A, Octa Core, 1.6 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.75, 720 x 1600 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,13 MP Dual Rear , 5 MP Front Camera,5e+03, 10W Fast Charging
898,Realme,C61 ,8350,68,4.05,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 2 TB",Android v14,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,32 MP Rear , 5 MP Front Camera,5e+03, 18W Fast Charging
901,itel,A80,6999,61,4.45,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T603, Octa Core Processor","Memory Card Supported, upto 2 TB",Android v14,No,6.7, 720 x 1600 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
904,Vivo,Y28s 5G,12999,74,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.56, 720 x 1612 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
905,Vivo,V30e ,27999,84,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor",Memory Card (Hybrid),Android v14,No,6.78, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 50 MP Front Camera,5.5e+03, 44W Fast Charging
906,Samsung,Galaxy M15 5G ,16999,79,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.45, 1080 x 2340 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 128 GB inbuilt,50 MP + 5 MP + 2 MP Triple Rear , 13 MP Front Camera,6e+03, 25W Fast Charging
907,Realme,C65 5G ,11999,74,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
